persons_detected,unique_tracks,zone_occupancy,restricted_zone_entries,restricted_zone_exits,time_in_restricted_zone,loitering_events,after_hours_activity,crowd_level,repeated_entries,detection_confidence_mean,detection_confidence_min,detection_confidence_max,movement_speed,event_frequency,events_per_minute,activity_hour,day_of_week,camera_activity_level,is_anomaly,scenario_type
55,5,2,2,1,6.2,0,0.0,2,0,0.899,0.784,0.948,36.6,0,0.0,16,6,0.66,0,normal_daytime
14,2,1,1,1,7.0,0,1.0,1,0,0.836,0.716,0.886,31.7,0,0.0,21,6,0.2,0,normal_night_staff
90,6,0,0,0,0.0,0,0.0,2,0,0.917,0.817,0.957,42.4,0,0.0,20,3,0.62,0,normal_lobby_transit
96,6,2,0,0,0.0,0,0.0,3,0,0.874,0.774,0.914,51.9,0,0.0,12,6,0.62,0,normal_lobby_transit
60,6,2,0,0,0.0,0,0.0,1,0,0.859,0.759,0.899,63.8,0,0.0,18,2,0.62,0,normal_lobby_transit
34,2,2,2,0,89.0,1,1.0,2,3,0.746,0.566,0.806,19.5,3,4.5,2,6,0.828,1,after_hours_breach
77,7,0,0,0,0.0,0,0.0,2,0,0.948,0.848,0.988,41.7,0,0.0,9,2,0.69,0,normal_lobby_transit
14,1,1,1,0,0.4,0,0.0,1,0,0.842,0.75,0.864,27.2,1,1.0,9,4,0.312,0,normal_daytime
18,2,0,1,1,5.5,0,0.0,1,0,0.872,0.723,0.897,64.8,0,0.0,17,2,0.504,0,normal_daytime
6,1,1,0,0,0.0,0,1.0,1,0,0.817,0.697,0.867,34.4,0,0.0,23,1,0.14,0,normal_night_staff
52,4,1,1,1,6.7,0,0.0,1,0,0.834,0.664,0.89,47.4,0,0.0,16,3,0.612,0,normal_daytime
10,1,0,0,0,0.0,0,0.0,1,1,0.865,0.723,0.912,48.5,0,0.0,18,1,0.375,0,normal_daytime
4,1,1,0,0,0.0,0,1.0,1,0,0.845,0.725,0.895,41.0,0,0.0,6,4,0.14,0,normal_night_staff
26,2,0,0,0,0.0,0,0.0,1,0,0.906,0.805,0.949,35.8,0,0.0,13,2,0.417,0,normal_daytime
40,5,3,1,1,0.3,0,0.0,3,0,0.918,0.763,0.961,23.9,0,0.0,14,3,0.622,0,normal_daytime
54,6,2,0,0,0.0,0,0.0,2,0,0.932,0.823,0.99,63.0,0,0.0,13,6,0.819,0,normal_daytime
66,6,2,0,0,0.0,0,0.0,2,0,0.857,0.755,0.884,36.4,0,0.0,8,5,0.739,0,normal_daytime
30,2,0,0,0,0.0,0,0.0,3,0,0.931,0.831,0.971,58.4,0,0.0,18,0,0.34,0,normal_lobby_transit
27,1,1,1,0,124.2,1,0.0,1,1,0.86,0.78,0.91,6.3,3,3.0,15,5,0.798,1,pharmacy_loitering
7,1,0,1,1,7.9,0,1.0,0,0,0.852,0.732,0.902,25.6,0,0.0,5,4,0.14,0,normal_night_staff
60,5,2,0,0,0.0,0,0.0,2,0,0.948,0.848,0.988,41.9,0,0.0,19,4,0.55,0,normal_lobby_transit
33,1,1,1,0,147.5,1,0.0,1,0,0.881,0.801,0.931,4.3,3,3.0,18,0,0.845,1,pharmacy_loitering
7,1,1,1,1,1.1,0,1.0,1,0,0.883,0.763,0.933,29.2,0,0.0,21,0,0.14,0,normal_night_staff
26,2,2,1,1,11.5,0,0.0,2,1,0.854,0.687,0.904,55.3,1,1.0,16,3,0.476,0,normal_daytime
40,5,2,1,0,8.6,0,0.0,2,1,0.864,0.747,0.895,37.1,0,0.0,17,4,0.661,0,normal_daytime
8,1,1,0,0,0.0,0,0.0,1,0,0.828,0.671,0.856,31.3,0,0.0,18,4,0.324,0,normal_daytime
7,1,1,0,0,0.0,0,1.0,1,0,0.82,0.7,0.87,30.7,0,0.0,2,1,0.14,0,normal_night_staff
65,5,3,0,0,0.0,0,0.0,3,1,0.849,0.757,0.885,35.0,0,0.0,8,0,0.655,0,normal_daytime
4,1,1,0,0,0.0,0,1.0,1,0,0.808,0.688,0.858,32.2,0,0.0,22,1,0.14,0,normal_night_staff
140,7,2,0,0,0.0,0,0.0,3,0,0.939,0.839,0.979,52.9,0,0.0,8,6,0.69,0,normal_lobby_transit
22,1,1,1,0,100.3,1,0.0,1,0,0.86,0.78,0.91,1.5,2,2.0,19,4,0.751,1,pharmacy_loitering
9,1,0,0,0,0.0,0,1.0,0,0,0.863,0.743,0.913,26.5,0,0.0,22,5,0.14,0,normal_night_staff
9,1,0,1,1,5.5,0,0.0,1,0,0.881,0.759,0.912,64.2,0,0.0,16,3,0.423,0,normal_daytime
36,4,3,2,2,4.2,0,0.0,3,1,0.822,0.713,0.85,36.8,2,2.0,18,3,0.58,0,normal_daytime
28,2,2,2,2,9.7,0,0.0,2,0,0.94,0.831,0.983,23.2,0,0.0,18,2,0.38,0,normal_daytime
33,1,1,3,1,133.4,1,1.0,1,1,0.802,0.622,0.862,18.8,5,7.5,4,0,0.917,1,after_hours_breach
60,6,2,1,0,10.7,0,0.0,2,0,0.836,0.706,0.86,37.6,1,1.0,16,3,0.743,0,normal_daytime
8,1,0,0,0,0.0,0,1.0,0,0,0.911,0.791,0.961,28.8,0,0.0,5,2,0.14,0,normal_night_staff
20,1,1,8,7,32.6,0,0.0,1,7,0.879,0.779,0.929,61.9,4,6.0,13,1,1.0,1,repeated_reconnaissance
36,4,2,2,0,0.3,0,0.0,2,0,0.917,0.826,0.94,38.1,2,2.0,12,0,0.584,0,normal_daytime
26,2,0,0,0,0.0,0,0.0,1,0,0.87,0.77,0.91,51.3,0,0.0,10,1,0.34,0,normal_lobby_transit
9,1,0,0,0,0.0,0,1.0,0,0,0.837,0.717,0.887,48.5,0,0.0,4,0,0.14,0,normal_night_staff
12,2,1,1,1,7.4,0,1.0,1,0,0.813,0.693,0.863,38.8,0,0.0,4,0,0.2,0,normal_night_staff
140,7,0,0,0,0.0,0,0.0,1,0,0.929,0.829,0.969,74.2,0,0.0,13,4,0.69,0,normal_lobby_transit
12,2,1,0,0,0.0,0,1.0,1,0,0.866,0.746,0.916,46.0,0,0.0,22,0,0.2,0,normal_night_staff
70,5,0,0,0,0.0,0,0.0,1,0,0.916,0.835,0.958,43.2,0,0.0,17,2,0.68,0,normal_daytime
12,1,1,1,0,4.0,0,0.0,1,0,0.844,0.712,0.874,42.8,0,0.0,19,6,0.358,0,normal_daytime
27,3,1,2,0,1.2,0,0.0,1,0,0.884,0.785,0.925,32.7,0,0.0,19,0,0.488,0,normal_daytime
72,4,0,0,0,0.0,0,0.0,1,0,0.926,0.826,0.966,53.1,0,0.0,13,2,0.48,0,normal_lobby_transit
32,4,3,2,0,2.3,0,0.0,3,1,0.908,0.776,0.959,28.2,0,0.0,11,0,0.555,0,normal_daytime
20,1,1,1,0,154.7,1,0.0,1,0,0.917,0.837,0.967,7.7,1,1.0,18,3,0.859,1,pharmacy_loitering
55,5,3,2,2,10.1,0,0.0,3,0,0.872,0.735,0.912,42.6,0,0.0,16,2,0.678,0,normal_daytime
75,5,3,2,2,8.9,0,0.0,3,0,0.848,0.706,0.904,35.3,0,0.0,13,0,0.656,0,normal_daytime
8,1,0,2,1,10.2,0,0.0,1,0,0.829,0.7,0.859,63.7,2,2.0,16,4,0.421,0,normal_daytime
44,1,1,1,0,169.9,1,1.0,1,0,0.929,0.849,0.979,4.5,1,1.0,21,1,0.89,1,pharmacy_loitering
9,1,0,0,0,0.0,0,1.0,0,0,0.816,0.696,0.866,43.2,0,0.0,4,6,0.14,0,normal_night_staff
26,2,2,0,0,0.0,0,0.0,2,0,0.856,0.689,0.905,58.7,0,0.0,12,3,0.486,0,normal_daytime
52,4,2,1,1,9.8,0,0.0,2,0,0.9,0.782,0.922,37.3,0,0.0,13,4,0.582,0,normal_daytime
14,1,1,1,1,9.1,0,0.0,1,0,0.86,0.779,0.886,37.0,1,1.0,11,0,0.341,0,normal_daytime
39,3,0,0,0,0.0,0,0.0,1,0,0.883,0.726,0.927,32.0,0,0.0,10,5,0.486,0,normal_daytime
119,7,2,0,0,0.0,0,0.0,1,0,0.884,0.784,0.924,69.9,0,0.0,14,1,0.69,0,normal_lobby_transit
13,1,1,0,0,0.0,0,0.0,1,1,0.931,0.792,0.96,55.9,0,0.0,15,4,0.398,0,normal_daytime
21,1,1,4,3,28.3,0,1.0,1,3,0.846,0.746,0.896,56.1,4,6.0,22,5,0.86,1,repeated_reconnaissance
45,5,2,2,1,7.6,0,0.0,2,0,0.879,0.729,0.914,64.2,0,0.0,13,2,0.743,0,normal_daytime
30,3,3,0,0,0.0,0,0.0,3,0,0.876,0.752,0.903,24.2,0,0.0,8,4,0.463,0,normal_daytime
32,2,1,0,0,0.0,0,0.0,2,0,0.878,0.778,0.918,71.0,0,0.0,13,5,0.34,0,normal_lobby_transit
14,1,1,1,0,5.3,0,0.0,1,1,0.837,0.709,0.881,54.3,0,0.0,19,5,0.393,0,normal_daytime
48,3,1,0,0,0.0,0,0.0,1,0,0.864,0.764,0.904,52.7,0,0.0,14,4,0.41,0,normal_lobby_transit
12,1,1,1,1,9.7,0,0.0,1,0,0.928,0.788,0.962,26.1,0,0.0,18,1,0.308,0,normal_daytime
36,4,3,0,0,0.0,0,0.0,3,0,0.93,0.848,0.972,47.2,0,0.0,15,4,0.612,0,normal_daytime
5,1,1,0,0,0.0,0,1.0,1,0,0.827,0.707,0.877,34.3,0,0.0,6,0,0.14,0,normal_night_staff
32,2,0,0,0,0.0,0,0.0,3,0,0.942,0.842,0.982,41.0,0,0.0,9,3,0.34,0,normal_lobby_transit
119,7,0,0,0,0.0,0,0.0,3,0,0.88,0.78,0.92,45.1,0,0.0,19,3,0.69,0,normal_lobby_transit
20,2,2,0,0,0.0,0,0.0,1,0,0.924,0.824,0.964,48.6,0,0.0,19,0,0.34,0,normal_lobby_transit
6,1,0,1,1,7.2,0,1.0,0,0,0.902,0.782,0.952,26.4,0,0.0,6,3,0.14,0,normal_night_staff
27,3,2,0,0,0.0,0,0.0,2,1,0.904,0.785,0.937,38.5,0,0.0,16,6,0.506,0,normal_daytime
6,1,0,1,1,1.1,0,1.0,0,0,0.889,0.769,0.939,44.0,0,0.0,21,0,0.14,0,normal_night_staff
4,1,1,0,0,0.0,0,1.0,1,0,0.899,0.779,0.949,34.0,0,0.0,5,5,0.14,0,normal_night_staff
95,5,2,0,0,0.0,0,0.0,1,0,0.86,0.76,0.9,42.7,0,0.0,17,0,0.55,0,normal_lobby_transit
36,3,2,1,0,6.3,0,0.0,2,0,0.877,0.753,0.925,35.7,0,0.0,19,1,0.497,0,normal_daytime
30,3,0,1,1,5.1,0,0.0,1,0,0.838,0.662,0.865,46.4,1,1.0,15,1,0.529,0,normal_daytime
16,2,2,1,0,4.3,0,0.0,2,0,0.911,0.783,0.971,54.4,0,0.0,8,3,0.473,0,normal_daytime
4,1,0,0,0,0.0,0,1.0,0,0,0.835,0.715,0.885,28.5,0,0.0,0,1,0.14,0,normal_night_staff
150,10,12,9,2,45.9,4,0.0,12,4,0.816,0.616,0.876,19.3,3,6.0,13,0,0.95,1,crowd_surge
75,5,2,1,0,4.4,0,0.0,2,0,0.938,0.8,0.99,53.2,0,0.0,13,4,0.71,0,normal_daytime
91,7,1,0,0,0.0,0,0.0,2,0,0.94,0.84,0.98,55.1,0,0.0,18,1,0.69,0,normal_lobby_transit
38,2,2,3,0,120.6,2,1.0,2,1,0.789,0.609,0.849,6.3,2,3.0,0,5,0.891,1,after_hours_breach
9,1,1,1,1,1.2,0,1.0,1,0,0.854,0.734,0.904,32.8,0,0.0,3,4,0.14,0,normal_night_staff
7,1,1,1,1,4.7,0,1.0,1,0,0.917,0.797,0.967,46.5,0,0.0,3,4,0.14,0,normal_night_staff
14,2,0,0,0,0.0,0,1.0,0,0,0.919,0.799,0.969,35.8,0,0.0,23,0,0.2,0,normal_night_staff
44,4,2,0,0,0.0,0,0.0,3,0,0.912,0.812,0.952,62.8,0,0.0,16,1,0.48,0,normal_lobby_transit
36,4,3,0,0,0.0,0,0.0,3,1,0.919,0.76,0.941,48.5,0,0.0,11,5,0.615,0,normal_daytime
48,6,0,1,1,2.9,0,0.0,1,0,0.935,0.787,0.968,61.4,0,0.0,16,6,0.814,0,normal_daytime
20,2,1,1,1,1.1,0,0.0,1,0,0.876,0.788,0.915,57.2,0,0.0,17,0,0.482,0,normal_daytime
48,3,0,0,0,0.0,0,0.0,3,0,0.858,0.758,0.898,72.7,0,0.0,8,2,0.41,0,normal_lobby_transit
48,4,0,0,0,0.0,0,0.0,3,0,0.903,0.803,0.943,72.0,0,0.0,17,4,0.48,0,normal_lobby_transit
36,3,1,2,2,11.3,0,0.0,1,1,0.878,0.731,0.936,46.0,0,0.0,12,2,0.528,0,normal_daytime
45,5,1,1,1,8.6,0,0.0,1,1,0.901,0.773,0.945,49.8,0,0.0,10,2,0.699,0,normal_daytime
56,4,2,1,0,7.4,0,0.0,2,0,0.905,0.8,0.949,22.1,1,1.0,13,1,0.536,0,normal_daytime
90,6,0,1,1,2.2,0,0.0,1,0,0.823,0.667,0.863,63.7,0,0.0,12,5,0.821,0,normal_daytime
7,1,0,1,1,7.1,0,1.0,0,0,0.909,0.789,0.959,31.1,0,0.0,0,6,0.14,0,normal_night_staff
45,5,0,2,0,11.6,0,0.0,1,0,0.84,0.711,0.869,39.2,2,2.0,9,3,0.668,0,normal_daytime
4,1,0,0,0,0.0,0,1.0,0,0,0.85,0.73,0.9,45.1,0,0.0,1,1,0.14,0,normal_night_staff
23,1,1,2,1,120.7,1,1.0,1,1,0.824,0.644,0.884,17.0,2,3.0,2,4,0.891,1,after_hours_breach
60,6,1,0,0,0.0,0,0.0,1,0,0.907,0.791,0.945,22.3,0,0.0,12,0,0.697,0,normal_daytime
8,2,1,0,0,0.0,0,1.0,1,0,0.907,0.787,0.957,29.9,0,0.0,23,5,0.2,0,normal_night_staff
58,2,1,4,3,33.0,1,0.0,1,3,0.909,0.809,0.959,44.5,2,3.0,18,3,0.86,1,repeated_reconnaissance
70,7,1,0,0,0.0,0,0.0,1,0,0.933,0.833,0.973,60.4,0,0.0,10,2,0.69,0,normal_lobby_transit
32,4,1,2,2,9.0,0,0.0,1,1,0.845,0.734,0.881,52.5,2,2.0,15,0,0.627,0,normal_daytime
24,3,2,0,0,0.0,0,0.0,2,0,0.921,0.777,0.974,36.1,0,0.0,10,6,0.498,0,normal_daytime
48,6,1,2,1,1.8,0,0.0,1,0,0.877,0.711,0.927,27.6,0,0.0,9,4,0.713,0,normal_daytime
32,2,2,0,0,0.0,0,0.0,2,0,0.936,0.836,0.976,43.7,0,0.0,20,1,0.34,0,normal_lobby_transit
6,1,1,1,1,3.5,0,1.0,1,0,0.879,0.759,0.929,31.2,0,0.0,3,0,0.14,0,normal_night_staff
28,2,1,0,0,0.0,0,0.0,2,0,0.879,0.779,0.919,43.5,0,0.0,20,6,0.34,0,normal_lobby_transit
5,1,0,1,1,4.5,0,1.0,0,0,0.815,0.695,0.865,43.1,0,0.0,5,1,0.14,0,normal_night_staff
15,1,1,0,0,0.0,0,0.0,1,1,0.933,0.767,0.981,62.6,0,0.0,12,1,0.418,0,normal_daytime
56,4,2,0,0,0.0,0,0.0,2,0,0.835,0.679,0.895,23.8,0,0.0,9,3,0.541,0,normal_daytime
50,5,0,0,0,0.0,0,0.0,1,0,0.937,0.837,0.977,69.1,0,0.0,11,2,0.55,0,normal_lobby_transit
18,2,0,1,0,1.4,0,0.0,1,0,0.847,0.761,0.894,23.0,0,0.0,14,5,0.379,0,normal_daytime
60,5,2,0,0,0.0,0,0.0,2,0,0.867,0.722,0.905,41.2,0,0.0,11,6,0.674,0,normal_daytime
39,3,0,0,0,0.0,0,0.0,1,0,0.868,0.787,0.905,30.5,0,0.0,15,2,0.482,0,normal_daytime
60,6,0,2,0,3.9,0,0.0,1,1,0.936,0.781,0.99,46.0,0,0.0,9,4,0.768,0,normal_daytime
32,4,2,1,1,7.9,0,0.0,2,0,0.835,0.698,0.868,33.4,1,1.0,13,4,0.57,0,normal_daytime
22,2,0,0,0,0.0,0,0.0,3,0,0.946,0.846,0.986,54.7,0,0.0,12,1,0.34,0,normal_lobby_transit
60,5,2,0,0,0.0,0,0.0,3,0,0.859,0.759,0.899,43.3,0,0.0,13,5,0.55,0,normal_lobby_transit
20,2,1,1,1,5.3,0,0.0,1,0,0.879,0.741,0.913,49.6,0,0.0,11,2,0.459,0,normal_daytime
40,5,3,1,0,11.3,0,0.0,3,0,0.91,0.745,0.968,40.0,0,0.0,14,3,0.67,0,normal_daytime
10,1,1,0,0,0.0,0,1.0,1,0,0.823,0.703,0.873,43.2,0,0.0,21,6,0.14,0,normal_night_staff
14,1,1,1,1,2.3,0,0.0,1,0,0.891,0.809,0.923,64.5,0,0.0,17,0,0.423,0,normal_daytime
57,3,0,0,0,0.0,0,0.0,2,0,0.944,0.844,0.984,35.4,0,0.0,7,2,0.41,0,normal_lobby_transit
220,11,12,6,3,53.5,3,1.0,12,4,0.823,0.623,0.883,20.9,7,14.0,23,2,0.965,1,crowd_surge
40,4,2,1,1,4.6,0,0.0,2,0,0.901,0.816,0.946,36.4,0,0.0,19,3,0.579,0,normal_daytime
30,1,1,4,1,142.8,1,1.0,1,1,0.746,0.566,0.806,12.9,3,4.5,0,5,0.936,1,after_hours_breach
10,1,0,1,1,1.3,0,1.0,0,0,0.802,0.682,0.852,28.8,0,0.0,5,6,0.14,0,normal_night_staff
90,6,2,2,2,10.2,0,0.0,2,1,0.932,0.779,0.954,30.6,0,0.0,15,1,0.722,0,normal_daytime
22,2,2,0,0,0.0,0,0.0,3,0,0.891,0.791,0.931,55.5,0,0.0,11,5,0.34,0,normal_lobby_transit
20,2,0,0,0,0.0,0,1.0,0,0,0.896,0.776,0.946,34.1,0,0.0,2,4,0.2,0,normal_night_staff
15,1,1,1,1,6.9,0,0.0,1,0,0.92,0.818,0.951,60.3,0,0.0,18,6,0.411,0,normal_daytime
16,2,0,1,0,0.9,0,0.0,1,0,0.821,0.658,0.858,54.9,0,0.0,17,6,0.475,0,normal_daytime
10,1,0,2,1,6.7,0,0.0,1,0,0.825,0.653,0.857,43.1,0,0.0,17,4,0.359,0,normal_daytime
44,4,1,0,0,0.0,0,0.0,1,0,0.848,0.676,0.891,46.8,0,0.0,8,3,0.61,0,normal_daytime
20,2,1,2,1,7.2,0,0.0,1,1,0.838,0.691,0.87,57.2,0,0.0,8,4,0.482,0,normal_daytime
10,2,1,1,1,3.5,0,1.0,1,0,0.813,0.693,0.863,30.5,0,0.0,21,0,0.2,0,normal_night_staff
30,3,3,0,0,0.0,0,0.0,3,1,0.876,0.773,0.907,24.7,0,0.0,13,3,0.464,0,normal_daytime
38,2,1,0,0,0.0,0,0.0,3,0,0.861,0.761,0.901,56.4,0,0.0,10,1,0.34,0,normal_lobby_transit
15,1,0,0,0,0.0,0,0.0,1,0,0.847,0.727,0.879,40.4,0,0.0,10,3,0.351,0,normal_daytime
8,1,1,1,1,6.7,0,1.0,1,0,0.915,0.795,0.965,45.1,0,0.0,1,2,0.14,0,normal_night_staff
44,4,1,0,0,0.0,0,0.0,1,0,0.864,0.764,0.904,73.7,0,0.0,11,5,0.48,0,normal_lobby_transit
9,1,1,0,0,0.0,0,0.0,1,0,0.891,0.787,0.912,22.8,0,0.0,12,3,0.298,0,normal_daytime
57,3,2,0,0,0.0,0,0.0,1,0,0.874,0.774,0.914,38.1,0,0.0,9,0,0.41,0,normal_lobby_transit
28,1,1,1,0,167.1,1,0.0,1,1,0.884,0.804,0.934,3.5,3,3.0,10,1,0.884,1,pharmacy_loitering
16,1,1,4,0,111.1,1,1.0,1,2,0.832,0.652,0.892,13.5,3,4.5,1,4,0.872,1,after_hours_breach
25,1,1,4,0,56.8,2,1.0,1,3,0.851,0.671,0.911,15.2,2,3.0,1,5,0.764,1,after_hours_breach
9,1,1,1,1,5.3,0,1.0,1,0,0.838,0.718,0.888,38.1,0,0.0,5,0,0.14,0,normal_night_staff
48,2,2,3,0,66.4,1,1.0,2,2,0.769,0.589,0.829,8.3,5,7.5,1,1,0.783,1,after_hours_breach
26,2,0,2,2,10.8,0,0.0,1,0,0.826,0.661,0.851,50.8,0,0.0,12,6,0.462,0,normal_daytime
44,4,2,0,0,0.0,0,0.0,2,0,0.864,0.706,0.897,32.3,0,0.0,13,5,0.567,0,normal_daytime
120,6,0,0,0,0.0,0,0.0,1,0,0.912,0.812,0.952,63.6,0,0.0,10,6,0.62,0,normal_lobby_transit
75,5,2,0,0,0.0,0,0.0,2,0,0.866,0.686,0.914,34.8,0,0.0,8,4,0.654,0,normal_daytime
6,1,0,0,0,0.0,0,1.0,0,0,0.815,0.695,0.865,40.6,0,0.0,4,0,0.14,0,normal_night_staff
78,6,2,1,1,2.2,0,0.0,2,1,0.875,0.756,0.901,57.5,0,0.0,16,1,0.802,0,normal_daytime
9,1,0,0,0,0.0,0,1.0,0,0,0.808,0.688,0.858,44.4,0,0.0,4,5,0.14,0,normal_night_staff
45,5,3,2,0,2.2,0,0.0,3,0,0.91,0.749,0.938,64.3,0,0.0,15,1,0.743,0,normal_daytime
78,6,0,0,0,0.0,0,0.0,1,0,0.89,0.712,0.912,47.7,0,0.0,16,3,0.773,0,normal_daytime
30,3,0,0,0,0.0,0,0.0,1,0,0.936,0.826,0.964,62.5,0,0.0,11,5,0.578,0,normal_daytime
10,2,0,1,1,3.1,0,1.0,0,0,0.845,0.725,0.895,33.0,0,0.0,21,6,0.2,0,normal_night_staff
40,5,3,1,1,5.2,0,0.0,3,1,0.874,0.735,0.903,52.9,0,0.0,10,3,0.709,0,normal_daytime
9,1,1,0,0,0.0,0,1.0,1,0,0.844,0.724,0.894,49.3,0,0.0,5,2,0.14,0,normal_night_staff
32,4,2,1,1,8.9,0,0.0,2,0,0.892,0.732,0.93,38.0,0,0.0,18,3,0.584,0,normal_daytime
32,4,1,1,1,8.6,0,0.0,1,1,0.929,0.782,0.969,58.4,0,0.0,14,3,0.645,0,normal_daytime
133,7,2,0,0,0.0,0,0.0,3,0,0.937,0.837,0.977,74.2,0,0.0,12,4,0.69,0,normal_lobby_transit
54,6,2,1,0,6.8,0,0.0,2,1,0.871,0.756,0.894,57.4,0,0.0,19,0,0.802,0,normal_daytime
54,6,2,1,0,8.2,0,0.0,2,0,0.824,0.667,0.875,55.3,0,0.0,14,5,0.796,0,normal_daytime
16,2,1,1,1,4.5,0,1.0,1,0,0.852,0.732,0.902,44.8,0,0.0,2,3,0.2,0,normal_night_staff
36,3,2,1,1,6.2,0,0.0,2,0,0.931,0.819,0.961,30.2,0,0.0,18,0,0.481,0,normal_daytime
70,5,3,0,0,0.0,0,0.0,3,1,0.922,0.785,0.963,62.4,0,0.0,11,2,0.737,0,normal_daytime
105,7,0,0,0,0.0,0,0.0,1,0,0.94,0.84,0.98,72.4,0,0.0,18,6,0.69,0,normal_lobby_transit
10,1,0,0,0,0.0,0,1.0,0,0,0.847,0.727,0.897,45.9,0,0.0,0,1,0.14,0,normal_night_staff
60,4,2,2,2,3.7,0,0.0,2,0,0.871,0.775,0.93,44.4,0,0.0,8,3,0.603,0,normal_daytime
66,6,2,0,0,0.0,0,0.0,2,0,0.871,0.782,0.905,23.5,0,0.0,15,5,0.701,0,normal_daytime
50,5,0,0,0,0.0,0,0.0,1,0,0.872,0.772,0.912,55.2,0,0.0,8,4,0.55,0,normal_lobby_transit
10,1,0,0,0,0.0,0,0.0,1,0,0.893,0.725,0.939,49.0,0,0.0,16,6,0.377,0,normal_daytime
27,1,1,3,1,52.0,2,1.0,1,3,0.827,0.647,0.887,17.4,4,6.0,1,4,0.754,1,after_hours_breach
40,4,0,0,0,0.0,0,0.0,1,0,0.891,0.733,0.92,60.4,0,0.0,16,3,0.651,0,normal_daytime
40,4,0,0,0,0.0,0,0.0,1,0,0.925,0.792,0.975,26.0,0,0.0,16,5,0.548,0,normal_daytime
45,1,1,1,0,198.8,1,1.0,1,1,0.893,0.813,0.943,2.6,1,1.0,22,4,0.948,1,pharmacy_loitering
14,1,1,2,2,9.0,0,0.0,1,0,0.869,0.751,0.893,31.3,0,0.0,15,5,0.324,0,normal_daytime
22,2,0,0,0,0.0,0,0.0,3,0,0.884,0.784,0.924,56.5,0,0.0,16,3,0.34,0,normal_lobby_transit
44,4,2,1,1,0.3,0,0.0,2,0,0.9,0.74,0.949,58.1,0,0.0,17,1,0.644,0,normal_daytime
95,5,2,0,0,0.0,0,0.0,1,0,0.892,0.792,0.932,59.9,0,0.0,19,4,0.55,0,normal_lobby_transit
7,1,1,1,1,4.6,0,1.0,1,0,0.915,0.795,0.965,38.3,0,0.0,4,3,0.14,0,normal_night_staff
14,1,0,1,1,6.9,0,0.0,1,0,0.839,0.707,0.898,57.7,0,0.0,18,1,0.403,0,normal_daytime
55,5,3,0,0,0.0,0,0.0,3,1,0.895,0.726,0.954,54.1,0,0.0,15,3,0.712,0,normal_daytime
27,1,1,1,0,109.0,1,0.0,1,0,0.906,0.826,0.956,2.9,2,2.0,18,2,0.768,1,pharmacy_loitering
45,3,0,1,1,4.5,0,0.0,1,1,0.873,0.742,0.922,54.7,0,0.0,18,1,0.554,0,normal_daytime
30,2,2,2,2,3.1,0,0.0,2,1,0.916,0.779,0.953,47.2,0,0.0,17,0,0.452,0,normal_daytime
85,5,1,0,0,0.0,0,0.0,1,0,0.916,0.816,0.956,39.6,0,0.0,19,2,0.55,0,normal_lobby_transit
7,1,0,1,1,2.6,0,1.0,0,0,0.867,0.747,0.917,35.5,0,0.0,0,5,0.14,0,normal_night_staff
36,2,2,3,0,79.0,2,1.0,2,3,0.817,0.637,0.877,14.6,2,3.0,4,0,0.808,1,after_hours_breach
40,4,0,0,0,0.0,0,0.0,1,0,0.868,0.768,0.908,35.4,0,0.0,18,5,0.48,0,normal_lobby_transit
10,1,1,1,1,5.5,0,1.0,1,0,0.92,0.8,0.97,42.2,0,0.0,5,6,0.14,0,normal_night_staff
20,2,0,0,0,0.0,0,1.0,0,0,0.866,0.746,0.916,34.4,0,0.0,0,3,0.2,0,normal_night_staff
5,1,0,0,0,0.0,0,1.0,0,0,0.813,0.693,0.863,25.4,0,0.0,1,0,0.14,0,normal_night_staff
10,1,1,1,1,10.4,0,0.0,1,0,0.852,0.693,0.876,59.5,0,0.0,10,3,0.408,0,normal_daytime
50,5,1,0,0,0.0,0,0.0,1,1,0.907,0.794,0.931,39.4,0,0.0,11,1,0.668,0,normal_daytime
13,1,1,2,2,2.2,0,0.0,1,0,0.936,0.761,0.979,60.1,0,0.0,15,1,0.41,0,normal_daytime
7,1,1,1,1,5.9,0,1.0,1,0,0.918,0.798,0.968,30.5,0,0.0,22,6,0.14,0,normal_night_staff
65,5,3,2,1,2.8,0,0.0,3,1,0.924,0.821,0.977,32.5,2,2.0,14,1,0.648,0,normal_daytime
32,2,1,5,4,27.0,1,1.0,1,4,0.83,0.73,0.88,52.0,5,7.5,22,6,0.9,1,repeated_reconnaissance
39,3,2,0,0,0.0,0,0.0,1,0,0.896,0.796,0.936,63.5,0,0.0,15,5,0.41,0,normal_lobby_transit
13,1,0,2,2,10.5,0,0.0,1,0,0.842,0.749,0.867,33.4,2,2.0,8,4,0.33,0,normal_daytime
64,4,1,0,0,0.0,0,0.0,2,0,0.879,0.779,0.919,36.4,0,0.0,16,5,0.48,0,normal_lobby_transit
6,1,0,1,1,1.3,0,1.0,0,0,0.864,0.744,0.914,38.2,0,0.0,6,0,0.14,0,normal_night_staff
12,2,0,0,0,0.0,0,1.0,0,0,0.904,0.784,0.954,32.4,0,0.0,23,6,0.2,0,normal_night_staff
9,1,1,1,1,1.7,0,1.0,1,0,0.826,0.706,0.876,31.8,0,0.0,22,0,0.14,0,normal_night_staff
102,6,1,0,0,0.0,0,0.0,2,0,0.928,0.828,0.968,73.5,0,0.0,9,0,0.62,0,normal_lobby_transit
